university,course,ucas_code,degree_level,study_mode,duration,alevel_grades,alevel_details,ib_points_raw,ib_points_numeric,ib_details,course_url,provider_url,description,qualification,required_subjects,subject_req_status
University of Manchester,Liberal Arts,Y100,Degree level: Undergraduate,Full-time,3 years,AAA,"AAA to include at least one subject which is assessed primarily on written work, rather than practical. The University recognises the benefit of the Extended Project Qualification (EPQ) and the opportunities it provides for applicants to develop independent study and research skills. We strongly encourage you to provide information about the EPQ in your personal statement and at interview. For this programme, as well as the regular conditions of offer, we may make students who are currently taking or completed the EPQ an alternative offer. For this course it would be AAB A-level plus the Extended Project at Grade A. Typical Contextual Offer: AAB to include at least one subject which is assessed primarily on written work, rather than practical. We recognise that applicants often achieve higher than their predicted grades, so we will consider applicants who are predicted to achieve one grade below our standard offer of AAA. The standard offer will be made in all cases, unless the applicant is studying for an Extended Project Qualification (EPQ). These applicants will be made an offer one grade below the standard offer with the condition they must achieve a Grade A in the EPQ. Applicants who are eligible for a contextual offer will be made an offer one grade below the standard offer applicants. Applicants who are also studying the EPQ and achieve a Grade A will receive an offer two grades below the standard entry requirements. If your predicted grades are at the lower end of our advertised range and you are not studying the EPQ please contact the School to discuss your application as the School considers all applications holistically.",,,"36 points overall. 6,6,6 in Higher Level subjects, to include at least one subject which is assessed primarily on written work, rather than practical.",https://www.manchester.ac.uk/study/undergraduate/courses/2025/17859/ba-liberal-arts/,https://www.manchester.ac.uk/,"Liberal Arts is highly flexible, allowing students to create their own unique course, combining different subject areas within and beyond the School of Arts, Languages and Cultures.

With an emphasis on interdisciplinary learning, students can tailor the course, aligning it to their interests and passions, whilst responding to key issues that affect the flourishing of free citizens. This course is ideal for individuals who have a wide range of interests and a passion for making a difference in the world. ",Bachelor of Arts (with Honours) - BA (Hons),,unknown
University of Manchester,Liberal Arts With International Study,Y101,Degree level: Undergraduate,Full-time,4 years,A*AA,"A*AA to include at least one subject which is primarily assessed on written work, rather than practical. The University recognises the benefit of the Extended Project Qualification (EPQ) and the opportunities it provides for applicants to develop independent study and research skills. We strongly encourage you to provide information about the EPQ in your personal statement and at interview. For this programme, as well as the regular conditions of offer, we may make students who are currently taking or completed the EPQ an alternative offer. For this course it would be AAA at A-level plus the Extended Project at Grade A. Typical contextual offer: AAA to include at least one subject which is primarily assessed on written work, rather than practical for applicants who meet our contextual offer criteria.",37 points,37.0,"37 points overall. 7,6,6 in Higher Level subjects, to include at least one subject which is assessed primarily on written work, rather than practical.",https://www.manchester.ac.uk/study/undergraduate/courses/2025/19115/ba-liberal-arts-with-international-study/,https://www.manchester.ac.uk/,"Liberal Arts are among the earliest intellectual pursuits, and they are associated with the training, development, and empowerment of free citizens.

A BA in Liberal Arts with International Study at The University of Manchester will enable students, through a number of bespoke modules and a wide range of optional courses, to recognise and respond to local and global challenges, as well as to understand and explore key concepts-such as humanness, morality, value, and truth-that underwrite what it is to be a free, active, and engaged citizen in the world today.

Core Liberal Arts modules - which cover topics including the history of humanities, rhetoric, ethics, and social responsibility - deliver these aims through a combination of lectures, seminars, tutorials, and research workshops that introduce challenge-led learning and interdisciplinary research methods and theories.

Teaching is enhanced on these modules by links to cultural institutions such as the John Rylands Library, the Science and Industry Museum, and Manchester Museum, where ideas from the arts and humanities are presented to a range of academic and non-academic audiences.

In their final year, students have the opportunity to work with non-academic institutions and organisations in Manchester, drawing on their skills honed in other modules across the programme, to develop their own world-facing research.

In addition to bespoke interdisciplinary Liberal Arts modules, students are able to tailor their interests throughout the Liberal Arts programme, and respond to key issues that affect the flourishing of free citizens from social inequality to cultural diversity, and from AI to climate change.

Students also have the opportunity to complement this knowledge by taking a language, specialising in a Minor subject through Flexible Honours, or distributing their studies across different interdisciplinary thematic clusters.

The Liberal Arts with International Study programme gives students further opportunities to engage with interdisciplinary learning and global challenges through a placement in an overseas university.

Students on this four-year programme will spend a year abroad, during which time they will experience different approaches to teaching and interdisciplinarity, as well as different means of civic engagement and social responsibility, which can enrich independent study options in the final year of the programme back in Manchester.

The year abroad also develops organisational and interpersonal skills that can enhance a student's employability profile.",Bachelor of Arts (with Honours) - BA (Hons),,unknown
University of Manchester,Life Sciences,C102,Degree level: Undergraduate,Full-time,3 years,AAA,"We require grades AAA-AAB, including two of Biology, Chemistry, Physics and Mathematics (the Core Sciences ). You must have a minimum of grades AA in at least two Core Sciences. Applicants predicted/who have achieved a B in their third A level will receive an offer of AAB, while those predicted/who have achieved an A or A* will be eligible for an offer of AAA. If you are taking only one of the above Core Science subjects, we can consider you for an AAA offer if you are also sitting an A level in at least one of Geography, Psychology, Environmental Studies or Physical Education in place of the second Core Science. If your predicted grades are one grade below our minimum entry requirements we may still make you an aspirational offer if you meet our contextual criteria . Subjects with overlapping content are not normally considered as separate A-levels. For example, Further Mathematics is not considered alongside Mathematics and Human Biology is not considered alongside Biology. If you are concerned there is too much overlap in your A level subjects, please contact us for advice before applying. We believe that practical skills in the sciences are integral to a candidate s understanding and appreciation of these subjects. Therefore we encourage all applicants to undertake any practical skills assessment if it is available in their qualification. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offers you will receive.",35,35.0,"35-36 points overall with 6, 6, 5 to 6, 6, 6 at Higher Level including two science subjects, normally Biology and Chemistry.",https://www.manchester.ac.uk/study/undergraduate/courses/2025/00585/bsc-life-sciences/,https://www.manchester.ac.uk/,"Our BSc Life Sciences course is ideal if you are committed to studying the biological sciences, but have not yet decided on the area in which you want to specialise.

You can then make that decision from a position of greater knowledge at the end of the first year.

The combination of units taken in the first year will enable you to transfer to most of our biological and biomedical sciences courses.",Bachelor of Science (with Honours) - BSc (Hons),Biology; Chemistry; Further Mathematics; Geography; Mathematics; Physics; Psychology,specified
University of Manchester,Life Sciences With A Modern Language,C103,Degree level: Undergraduate,Full-time,4 years,AAA,"We require grades AAA-AAB, including two of Biology, Chemistry, Physics and Mathematics (the Core Sciences). You must have a minimum of grades AA in at least two Core Sciences. Applicants predicted/who have achieved a B in their third A-level will receive an offer of AAB. Those predicted/who have achieved an A or A* will be eligible for an offer of AAA. If you are taking only one of the above Core Science subjects, we can consider you for an AAA offer if you are also sitting an A-level in at least one of Geography, Psychology, Environmental Studies or Physical Education in place of the second Core Science. If your predicted grades are one grade below our minimum entry requirements we may still make you an aspirational offer if you meet our contextual criteria . Subjects with overlapping content are not normally considered as separate A-levels. For example, Further Mathematics is not considered alongside Mathematics and Human Biology is not considered alongside Biology. If you are concerned there is too much overlap in your A level subjects, please contact us for advice before applying. We believe that practical skills in the sciences are integral to a candidate’s understanding and appreciation of these subjects. Therefore we encourage all applicants to undertake any practical skills assessment if it is available in their qualification. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offers you will receive. Language entry requirements In addition to the above, each language has specific entry requirements. - French : an A-level in French (minimum grade B if taking two Core Sciences, or A if taking one and a soft science) or equivalent is required. - German : an A-level in German (minimum grade B if taking two Core Sciences, or A if taking one and a soft science) or equivalent is required. - Spanish : an A-level in Spanish (minimum grade B if taking two Core Sciences, or A if taking one and a soft science) or equivalent is required. - Italian: an A-level in Italian (minimum grade B if taking two Core Sciences, or A if taking one and a soft science) or equivalent is required. - Japanese : no prior knowledge of Japanese is assumed, but evidence of linguistic proficiency is required, eg GCSE grade 7 or A in a foreign language. Chemistry AS-level (minimum grade B) is essential. If you do not have AS-level Chemistry, we would require a full A-level in Chemistry (normally grade A). - Mandarin : no prior knowledge of Mandarin is assumed, but evidence of linguistic proficiency is required, eg GCSE grade 7 or A in a foreign language. Chemistry AS-level (grade B) is essential. If you do not have AS-level Chemistry, we would require a full A-level in Chemistry (normally grade A). Contextual offer: AAB-ABB (including specific subjects). Typical WP++ Contextual offer: ABB (including specific subjects).",35,35.0,"35-36 points overall with 6, 6, 5 to 6, 6, 6 at Higher Level including two sciences, normally Biology and Chemistry. For degrees with French, German, Spanish or Italian, 5 or 6 points in the language must be achieved at Higher Level. For degrees with Mandarin or Japanese, 5 points is required in a foreign language at Standard Level. A minimum of 5 points in Chemistry at Standard Level (or Higher Level) is essential.",https://www.manchester.ac.uk/study/undergraduate/courses/2025/00584/bsc-life-sciences-with-a-modern-language/,https://www.manchester.ac.uk/,"Our BSc Life Sciences with a Modern Language course will enable you to develop your language skills while covering a diverse range of topics within the biological sciences.

This course is ideal if you are committed to studying the life sciences, but have not yet decided on the area in which you want to specialise. You can then make that decision from a position of greater knowledge at the end of the first year.

The combination of units taken in the first year will enable you to transfer to most of our biological and biomedical sciences courses.

We offer French, German, Italian, Spanish, Japanese and Mandarin for the language component of the course, which includes a year abroad on a research placement.",Bachelor of Science (with Honours) - BSc (Hons),Biology; Chemistry; Further Mathematics; Geography; Mathematics; Modern Language; Physics; Psychology; Science,specified
University of Manchester,Life Sciences With Entrepreneurship,C117,Degree level: Undergraduate,Full-time,4 years,AAA,"We require grades AAA-AAB, including two of Biology, Chemistry, Physics and Mathematics (the Core Sciences ). You must have a minimum of grades AA in at least two Core Sciences. Applicants predicted/who have achieved a B in their third A level will receive an offer of AAB, while those predicted/who have achieved an A or A* will be eligible for an offer of AAA. If you are taking only one of the above Core Science subjects, we can consider you for an AAA offer if you are also sitting an A level in at least one of Geography, Psychology, Environmental Studies or Physical Education in place of the second Core Science. If your predicted grades are one grade below our minimum entry requirements we may still make you an aspirational offer if you meet our contextual criteria . Subjects with overlapping content are not normally considered as separate A-levels. For example, Further Mathematics is not considered alongside Mathematics and Human Biology is not considered alongside Biology. If you are concerned there is too much overlap in your A level subjects, please contact us for advice before applying. We believe that practical skills in the sciences are integral to a candidate s understanding and appreciation of these subjects. Therefore we encourage all applicants to undertake any practical skills assessment if it is available in their qualification. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offers you will receive.",35,35.0,"35-36 points overall with 6, 6, 5 to 6, 6, 6 at Higher Level including two science subjects, normally Biology and Chemistry.",https://www.manchester.ac.uk/study/undergraduate/courses/2025/18043/bsc-life-sciences-with-entrepreneurship/,https://www.manchester.ac.uk/,"Our BSc Life Sciences with Entrepreneurship course will enable you to combine science with business skills - a key driver of employability.

The course is ideal if you are committed to studying the biological sciences, but have not yet decided on the area in which you want to specialise. You can then make that decision from a position of greater knowledge at the end of the first year.

The combination of units taken in the first year will enable you to transfer to most of our bioscience courses.

The entrepreneurship units will be offered via the Masood (Manchester) Enterprise Centre (MEC) of the Alliance Manchester Business School at the University, exposing you to key learning in business innovation. The course also includes a year in industry on a research or business placement. ",Bachelor of Science (with Honours) - BSc (Hons),Biology; Chemistry; Further Mathematics; Geography; Mathematics; Physics; Psychology,specified
University of Manchester,Linguistics,Q100,Degree level: Undergraduate,Full-time,3 years,ABB,Grade ABB Typical Contextual Offer: BBB for applicants who meet our contextual offer criteria.,34 points,34.0,"34 points overall. 6,5,5 in Higher Level subjects.",https://www.manchester.ac.uk/study/undergraduate/courses/2025/00291/ba-linguistics/,https://www.manchester.ac.uk/,"Our BA Linguistics course will enable you to delve into the science of language - an everyday phenomenon which impacts our lives on an individual and a global scale. Through our course, you will explore the sounds and structure of languages across the globe, studying topics such as: 
how languages arise, change and die;
how children acquire their first language;
how adults learn a second or foreign language;
differences between the speech of men and women;
how we communicate as individuals and within groups;
what happens when speakers of different languages come into contact.
With its diverse local communities, Manchester is an ideal site for carrying out research on linguistic variation and multilingualism.

We conduct empirical and theoretical research and particularly a combination of the two.

You'll have access to one of the largest holdings of linguistics texts in the UK, and the opportunity to conduct research using English manuscripts held in our prestigious Special Collections.

We have two laboratories, where you'll have the chance to use ultrasound imaging, laryngography and eye tracking technology.

You'll also be able to learn quantitative methods and use large language corpora skils which you'll then be able to apply to other fields throughout your life.

Linguistics at Manchester is unrivalled in its breadth of subject areas and theoretical approaches.

Our strengths include, among others, phonetics and phonology, morphology, syntax, semantics and pragmatics, historical linguistics, sociolinguistics, psycholinguistics and child language acquisition, forensic linguistics, field linguistics and quantitative corpus-based approaches.",Bachelor of Arts (with Honours) - BA (Hons),,unknown
University of Manchester,Linguistics And Arabic,QT33,Degree level: Undergraduate,Full-time,4 years,ABB,Grades ABB. Typical Contextual Offer: Grades BBB for applicants who meet our contextual offer criteria.,34 points,34.0,"34 points overall. 6,5,5 in Higher Level subjects.",https://www.manchester.ac.uk/study/undergraduate/courses/2025/10006/ba-linguistics-and-arabic/,https://www.manchester.ac.uk/,"Our BA Linguistics and Arabic course will enable you to delve into the science of language - an everyday phenomenon which impacts our lives on an individual and a global scale. Through our course, you will explore the sounds and structure of languages across the globe, studying topics such as how languages change over time;  how children acquire their first language;  how language varies between different groups of people and across regions; how we communicate as individuals and within groups;  what languages across the world have in common and how they differ; and what happens when speakers of different languages come into contact.

With its diverse local communities, Manchester is an ideal site for carrying out research on linguistic variation and multilingualism.

We have two laboratories, where you'll have the chance to use ultrasound imaging, laryngography and eye tracking technology.  You'll also be able to learn quantitative methods and use large language corpora, skills which you'll then be able to apply to other fields throughout your life.

You can also achieve near-native proficiency in Arabic while studying the language within its cultural and historical context. You will start as an absolute beginner and go through to an advanced level over four years.

Language study offers much more than just language fluency. You'll explore diverse aspects of the culture, society, history, politics and literature of the countries in which Arabic is spoken, helping you to develop intercultural awareness and communication skills - both highly valued by employers.

You'll benefit from excellent teaching, student support and cutting-edge study facilities, as well as from the vibrancy and cultural diversity of Manchester itself, Western Europe's most multilingual city.

With placement options available at partner universities and in professional environments in several Arabic-speaking countries, a compulsory third year abroad gives our undergraduate students unforgettable and invaluable personal and professional experience.

Our course will help you to develop analytical and problem-solving skills. Often dealing with granular and complex data, your combination of humanities and scientific understanding will allow you to make connections across multiple fields of employment.

The course unit details listed below are those you may choose to study as part of this programme and are referred to as optional units. These are subject to change and are the latest example of the curriculum available on this programme. Although language units may show here as optional, they are a mandatory part of your modern languages degree and you will take the units relevant to your level of language in each year of study. It Is compulsory to study language at all levels of your modern languages degree.",Bachelor of Arts (with Honours) - BA (Hons),,unknown
University of Manchester,Linguistics And Chinese,TQ11,Degree level: Undergraduate,Full-time,4 years,ABB,Grades ABB. This programme is designed for students whose level of Mandarin Chinese at entry ranges from complete beginner to approximately A-level standard. It is not suitable for students whose first language is Chinese. Typical Contextual Offer: Grades BBB for applicants who meet our contextual offer criteria. For further information and to check eligibility visit our Contextual Offers page. This programme is designed for students whose level of Mandarin Chinese at entry ranges from complete beginner to approximately A-level standard. It is not suitable for students whose first language is Chinese,34 points,34.0,"34 points overall. 6,5,5 in Higher Level subjects.",https://www.manchester.ac.uk/study/undergraduate/courses/2025/06817/ba-linguistics-and-chinese/,https://www.manchester.ac.uk/,"Our BA Linguistics and Chinese course will enable you to delve into the science of language - an everyday phenomenon which impacts our lives on an individual and a global scale. Through our course, you will explore the sounds and structure of languages across the globe, studying topics such as how languages change over time;  how children acquire their first language;  how language varies between different groups of people and across regions; how we communicate as individuals and within groups;  what languages across the world have in common and how they differ; and what happens when speakers of different languages come into contact.

With its diverse local communities, Manchester is an ideal site for carrying out research on linguistic variation and multilingualism.

We have two laboratories, where you'll have the chance to use ultrasound imaging, laryngography and eye tracking technology.

You'll also be able to learn quantitative methods and use large language corpora, skills which you'll then be able to apply to other fields throughout your life.

You can also achieve near-native proficiency in Mandarin Chinese while studying the language within its cultural and historical context.

Language study offers much more than just language fluency. You'll explore diverse aspects of the culture, society, history, politics and literature of the countries in which Mandarin Chinese is spoken, helping you to develop intercultural awareness and communication skills - both highly valued by employers.

You'll benefit from excellent teaching, student support and cutting-edge study facilities, as well as from the vibrancy and cultural diversity of Manchester itself, Western Europe's most multilingual city.

With placement options available at partner universities and in professional environments in several Chinese-speaking countries, a compulsory third year abroad gives our undergraduate students unforgettable and invaluable personal and professional experience.

Our course will help you to develop analytical and problem-solving skills. Often dealing with granular and complex data, your combination of humanities and scientific understanding will allow you to make connections across multiple fields of employment.

The course unit details listed below are those you may choose to study as part of this programme and are referred to as optional units. These are subject to change and are the latest example of the curriculum available on this programme. Although language units may show here as optional, they are a mandatory part of your modern languages degree and you will take the units relevant to your level of language in each year of study. It Is compulsory to study language at all levels of your modern languages degree.",Bachelor of Arts (with Honours) - BA (Hons),,unknown
University of Manchester,Linguistics And French,RQ11,Degree level: Undergraduate,Full-time,4 years,ABB,Grades ABB Typical Contextual Offer: Grades BBB,34 points,34.0,"34 points overall. 6,5,5 in Higher Level subjects.",https://www.manchester.ac.uk/study/undergraduate/courses/2025/12162/ba-linguistics-and-french/,https://www.manchester.ac.uk/,"Our BA Linguistics and French course will enable you to delve into the science of language - an everyday phenomenon which impacts our lives on an individual and a global scale. Through our course, you will explore the sounds and structure of languages across the globe, studying topics such as how languages change over time;  how children acquire their first language;  how language varies between different groups of people and across regions; how we communicate as individuals and within groups;  what languages across the world have in common and how they differ; and what happens when speakers of different languages come into contact.

With its diverse local communities, Manchester is an ideal site for carrying out research on linguistic variation and multilingualism.

We have two laboratories, where you'll have the chance to use ultrasound imaging, laryngography and eye tracking technology.

You'll also be able to learn quantitative methods and use large language corpora, skills which you'll then be able to apply to other fields throughout your life.

You can also achieve near-native proficiency in French while studying the language within its cultural and historical context.

Language study offers much more than just language fluency. You'll explore diverse aspects of the culture, society, history, politics and literature of the countries in which French is spoken, helping you to develop intercultural awareness and communication skills - both highly valued by employers.

You'll benefit from excellent teaching, student support and cutting-edge study facilities, as well as from the vibrancy and cultural diversity of Manchester itself, Western Europe's most multilingual city.

With placement options available at partner universities and in professional environments in several French-speaking countries, a compulsory third year abroad gives our undergraduate students unforgettable and invaluable personal and professional experience.

Our course will help you to develop analytical and problem-solving skills. Often dealing with granular and complex data, your combination of humanities and scientific understanding will allow you to make connections across multiple fields of employment.

The course unit details listed below are those you may choose to study as part of this programme and are referred to as optional units. These are subject to change and are the latest example of the curriculum available on this programme. Although language units may show here as optional, they are a mandatory part of your modern languages degree and you will take the units relevant to your level of language in each year of study. It Is compulsory to study language at all levels of your modern languages degree. ",Bachelor of Arts (with Honours) - BA (Hons),,unknown
University of Manchester,Linguistics And German,RQ21,Degree level: Undergraduate,Full-time,4 years,ABB,Grades ABB. Typical Contextual Offer: Grades BBB,34 points,34.0,"34 points overall. 6,5,5 in Higher Level subjects",https://www.manchester.ac.uk/study/undergraduate/courses/2025/12163/ba-linguistics-and-german/,https://www.manchester.ac.uk/,"Our BA Linguistics and German course will enable you to delve into the science of language - an everyday phenomenon which impacts our lives on an individual and a global scale. Through our course, you will explore the sounds and structure of languages across the globe, studying topics such as how languages change over time;  how children acquire their first language;  how language varies between different groups of people and across regions; how we communicate as individuals and within groups;  what languages across the world have in common and how they differ; and what happens when speakers of different languages come into contact.

With its diverse local communities, Manchester is an ideal site for carrying out research on linguistic variation and multilingualism.

We have two laboratories, where you'll have the chance to use ultrasound imaging, laryngography and eye tracking technology.

You'll also be able to learn quantitative methods and use large language corpora, skills which you'll then be able to apply to other fields throughout your life.

You can also achieve near-native proficiency in German while studying the language within its cultural and historical context.

Language study offers much more than just language fluency. You'll explore diverse aspects of the culture, society, history, politics and literature of the countries in which German is spoken, helping you to develop intercultural awareness and communication skills - both highly valued by employers.

You'll benefit from excellent teaching, student support and cutting-edge study facilities, as well as from the vibrancy and cultural diversity of Manchester itself, Western Europe's most multilingual city.

With placement options available at partner universities and in professional environments in several German-speaking countries, a compulsory third year abroad gives our undergraduate students unforgettable and invaluable personal and professional experience.

Our course will help you to develop analytical and problem-solving skills. Often dealing with granular and complex data, your combination of humanities and scientific understanding will allow you to make connections across multiple fields of employment.

The course unit details listed below are those you may choose to study as part of this programme and are referred to as optional units. These are subject to change and are the latest example of the curriculum available on this programme. Although language units may show here as optional, they are a mandatory part of your modern languages degree and you will take the units relevant to your level of language in each year of study. It Is compulsory to study language at all levels of your modern languages degree.",Bachelor of Arts (with Honours) - BA (Hons),,unknown
University of Manchester,Linguistics And Italian,RQ31,Degree level: Undergraduate,Full-time,4 years,ABB,Grade ABB Typical Contextual Offer: Grades BBB,34 points,34.0,"34 points overall. 6,5,5 in Higher Level subjects.",https://www.manchester.ac.uk/study/undergraduate/courses/2025/12164/ba-linguistics-and-italian/,https://www.manchester.ac.uk/,"Our BA Linguistics and Italian course will enable you to delve into the science of language - an everyday phenomenon which impacts our lives on an individual and a global scale.

You will study topics such as the ways in which children acquire their first language, differences between the speech of men and women, how the sound systems and grammars of different types of language are organised, what happens when speakers of different languages come into contact, and much else besides.

You can also achieve near-native proficiency in Italian while studying the language within its cultural and historical context. You can start as an absolute beginner and go through to an advanced level over four years.

Language study offers much more than just language fluency. You'll explore diverse aspects of the culture, society, history, politics and literature of the countries in which Italian is spoken, helping you to develop intercultural awareness and communication skills - both highly valued by employers.

You'll benefit from excellent teaching, student support and cutting-edge study facilities, as well as from the vibrancy and cultural diversity of Manchester itself, Western Europe's most multilingual city.

With placement options available at partner universities and in professional environments in Italy, a compulsory third year abroad gives our undergraduate students unforgettable and invaluable personal and professional experience.

Our course will help you to develop analytical and problem-solving skills. Often dealing with granular and complex data, your combination of humanities and scientific understanding will allow you to make connections across multiple fields of employment. 

The course unit details listed below are those you may choose to study as part of this programme and are referred to as optional units. These are subject to change and are the latest example of the curriculum available on this programme. Although language units may show here as optional, they are a mandatory part of your modern languages degree and you will take the units relevant to your level of language in each year of study. It Is compulsory to study language at all levels of your modern languages degree.  ",Bachelor of Arts (with Honours) - BA (Hons),,unknown
University of Manchester,Linguistics And Japanese,QT12,Degree level: Undergraduate,Full-time,4 years,ABB,Grades ABB. This programme is designed for students whose level of Japanese at entry ranges from complete beginner to approximately A-level standard. It is not suitable for students whose first language is Japanese. Typical Contextual Offer: Grades BBB for applicants who meet our contextual offer criteria. For further information and to check eligibility visit our Contextual Offers page. This programme is designed for students whose level of Japanese at entry ranges from complete beginner to approximately A-level standard. It is not suitable for students whose first language is Japanese.,34 points,34.0,"34 points overall. 6,5,5 in Higher Level subjects.",https://www.manchester.ac.uk/study/undergraduate/courses/2025/06819/ba-linguistics-and-japanese/,https://www.manchester.ac.uk/,"Our BA Linguistics and Japanese course will enable you to delve into the science of language - an everyday phenomenon which impacts our lives on an individual and a global scale.

You will study topics such as the ways in which children acquire their first language, differences between the speech of men and women, how the sound systems and grammars of different types of language are organised, what happens when speakers of different languages come into contact, and much else besides.

You can also develop your proficiency in Japanese while studying the language within its cultural and historical context. You can start as an absolute beginner and go through to an advanced level over four years.

Language study offers much more than just language fluency. You'll explore diverse aspects of the culture, society, history, politics and literature of Japan, helping you to develop intercultural awareness and communication skills - both highly valued by employers.

You'll benefit from excellent teaching, student support and cutting-edge study facilities, as well as from the vibrancy and cultural diversity of Manchester itself, Western Europe's most multilingual city.

With placement options available at partner universities and in professional environments in Japan, a compulsory third year abroad gives our undergraduate students unforgettable and invaluable personal and professional experience.

Our course will help you to develop analytical and problem-solving skills. Often dealing with granular and complex data, your combination of humanities and scientific understanding will allow you to make connections across multiple fields of employment.

The course unit details listed below are those you may choose to study as part of this programme and are referred to as optional units. These are subject to change and are the latest example of the curriculum available on this programme. Although language units may show here as optional, they are a mandatory part of your modern languages degree and you will take the units relevant to your level of language in each year of study. It is compulsory to study language at all levels of your modern languages degree.",Bachelor of Arts (with Honours) - BA (Hons),,unknown
University of Manchester,Linguistics And Portuguese,QR15,Degree level: Undergraduate,Full-time,4 years,ABB,Grades ABB Typical Contextual Offer: Grades BBB for applicants who meet our contextual offer criteria.,34 points,34.0,"34 points overall. 6,5,5 in Higher Level subjects.",https://www.manchester.ac.uk/study/undergraduate/courses/2025/00101/ba-linguistics-and-portuguese/,https://www.manchester.ac.uk/,"Our BA Linguistics and Portuguese course will enable you to delve into the science of language - an everyday phenomenon which impacts our lives on an individual and a global scale.

You will study topics such as the ways in which children acquire their first language, differences between the speech of men and women, how the sound systems and grammars of different types of language are organised, what happens when speakers of different languages come into contact, and much else besides.

You can also achieve near-native proficiency in European and Brazilian Portuguese while studying the language within its cultural and historical context. You can start as an absolute beginner and go through to an advanced level over four years.

Language study offers much more than just language fluency. You'll explore diverse aspects of the culture, society, history, politics and literature of the countries in which Portuguese is spoken, helping you to develop intercultural awareness and communication skills - both highly valued by employers.

You'll benefit from excellent teaching, student support and cutting-edge study facilities, as well as from the vibrancy and cultural diversity of Manchester itself, Western Europe's most multilingual city.

With placement options available at partner universities and in professional environments in Portuguese-speaking countries in Europe and Latin America, a compulsory third year abroad gives our undergraduate students unforgettable and invaluable personal and professional experience.

Our course will help you to develop analytical and problem-solving skills. Often dealing with granular and complex data, your combination of humanities and scientific understanding will allow you to make connections across multiple fields of employment.

The course unit details listed below are those you may choose to study as part of this programme and are referred to as optional units. These are subject to change and are the latest example of the curriculum available on this programme. Although language units may show here as optional, they are a mandatory part of your modern languages degree and you will take the units relevant to your level of language in each year of study. It is compulsory to study language at all levels of your modern languages degree.",Bachelor of Arts (with Honours) - BA (Hons),,unknown
University of Manchester,Linguistics And Russian,QR17,Degree level: Undergraduate,Full-time,4 years,ABB,Grades ABB. Typical Contextual Offer: Grades BBB,34 points,34.0,"34 points overall. 6,5,5 in Higher Level subjects",https://www.manchester.ac.uk/study/undergraduate/courses/2025/00292/ba-linguistics-and-russian/,https://www.manchester.ac.uk/,"Our BA Linguistics and Russian course will enable you to delve into the science of language - an everyday phenomenon which impacts our lives on an individual and a global scale.

You will study topics such as the ways in which children acquire their first language, differences between the speech of men and women, how the sound systems and grammars of different types of language are organised, what happens when speakers of different languages come into contact, and much else besides.

You can also achieve near-native proficiency in Russian while studying the language within its cultural and historical context. You can start as an absolute beginner and go through to an advanced level over four years.

Language study offers much more than just language fluency. You'll explore diverse aspects of the culture, society, history, politics and literature of the countries in which Russian is spoken, helping you to develop intercultural awareness and communication skills - both highly valued by employers.

You'll benefit from excellent teaching, student support and cutting-edge study facilities, as well as from the vibrancy and cultural diversity of Manchester itself, Western Europe's most multilingual city.

With placement options available at partner universities and in professional environments in Russian-speaking countries, a compulsory third year abroad gives our undergraduate students unforgettable and invaluable personal and professional experience.

Our course will help you to develop analytical and problem-solving skills. Often dealing with granular and complex data, your combination of humanities and scientific understanding will allow you to make connections across multiple fields of employment.

The course unit details listed below are those you may choose to study as part of this programme and are referred to as optional units. These are subject to change and are the latest example of the curriculum available on this programme. Although language units may show here as optional, they are a mandatory part of your modern languages degree and you will take the units relevant to your level of language in each year of study. It is compulsory to study language at all levels of your modern languages degree.",Bachelor of Arts (with Honours) - BA (Hons),,unknown
University of Manchester,Linguistics And Social Anthropology,QL16,Degree level: Undergraduate,Full-time,3 years,ABB,Grade ABB Typical Contextual Offer: Grades BBB,34 points,34.0,"34 points overall. 6,5,5 in Higher Level subjects.",https://www.google.com/search?q=Linguistics+And+Social+Anthropology+undergraduate+University+of+Manchester,https://www.manchester.ac.uk/,"Our BA Linguistics and Social Anthropology course will introduce you to the study of the unique human faculty of language and the investigation of the world's languages, while also delving into the comparative study of social and cultural life, and what it is to be human.

In Linguistics, you will explore the sounds and structure of languages across the globe, studying topics such as:
how languages arise, change and die;
how children acquire their first language;
how adults learn a second or foreign language;
differences between the speech of men and women;
how we communicate as individuals and within groups;
what happens when speakers of different languages come into contact.
You'll also be able to use quantitative methods in the study of large language corpora. This is a skill which you'll then be able to apply to other fields throughout your life.

In Social Anthropology, you will study a range of topics relating to society, culture, religion, identity and diversity, and will be introduced to methods and topics in anthropological research.

Manchester anthropologists look at the social implications of reproductive and information technologies while analysing the social meanings of consumer behaviour and studying violence, poverty, and the means for resolving conflicts and alleviating human suffering.",Bachelor of Arts (with Honours) - BA (Hons),,unknown
